County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Area of Concern Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days__1,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting)__1,Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting)__1,% tests resulted in 3 or fewer days - absolute change__1,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Multnomah County, OR",41051,Large central metro,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,OR,Region 10,812855,0.3261,0.1927,0.0024,31019,0.0382,9.00E-04,1486,183,49,6,0.5,3.08,0.000563127,988,122,12,1.5,28030,454,SustainedHotspot,0.077,25834,3178,0.95,-0.008,0.07,-0.01,0.085,24090,2964,1,0.96,0.003,-0.1,0.01,0.082,26680,3282,1,0.95,71,4,195,10,0.81,0.06,0.77,0.14,0.25,0.03,-0.29,0.15,0.01,-0.01,0.01,0,-0.01,-0.01,9,1979.785714,231.7857143,394.7142857,1,0.888888889,1,1,0.071198647,0.151372184,0.138864865,2.42,0.055996457,0.120153041,0.01,0.080791777,0.4675,0.153454,Uncertain
"Fayette County, KY",21067,Medium metro,"Lexington-Fayette, KY",Metropolitan,KY,Region 4,323152,0.625,0.0723,0.001,27134,0.084,9.00E-04,1484,459,7,2.2,-0.31,-0.3,0.001220299,2141,663,10,3.1,26703,160,SustainedHotspot,0.138,13736,4251,0.99,-0.005,-0.04,0,0.143,14265,4414,0,0.99,0.016,-0.05,0,0.127,15048,4657,1,0.99,106,6,45,3,0.64,0.11,0.88,0.19,0.42,0.06,-0.15,0.41,0,-0.01,-0.01,-0.01,-0.03,0,5,1781,261,414.8571429,1,0.8,1,1,0.072503943,0.177838232,0.138696341,2.38,0.150539065,0.074144675,0,0.04142942,0.4876,0.134034,Uncertain
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,873972,0.2023,0.0875,0.0026,0,0,9.00E-04,1473,169,73,8.4,-0.36,-0.05,0.001314344,2306,264,77,8.8,53252,1751,SustainedHotspot,0.101,20824,2383,0.97,-0.014,0.16,0.01,0.114,17950,2054,0,0.96,0.003,0.03,-0.01,0.111,17463,1998,1,0.97,133,12,72,6,0.79,0.17,0.83,0.3,0.31,0.11,-0.03,-0.05,-0.04,-0.02,-0.06,-0.04,-0.05,-0.02,4,1149.142857,127.8571429,211,1,1,1,1,0.057320651,0.113190841,0.174225261,2.5,0.124125258,0.027556947,0,0.04256086,0.3296,0.570201,Uncertain
"York County, SC",45091,Large fringe metro,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,SC,Region 4,280979,0.1066,0.0546,8.00E-04,4896,0.0174,9.00E-04,1457,519,7,2.5,-0.2,0.4,0.00103962,1824,649,5,1.8,19495,206,SustainedHotspot,0.119,7276,2590,0.89,0.008,0.1,-0.04,0.111,6640,2363,1,0.93,-0.012,0.19,0.02,0.124,5571,1983,1,0.91,72,32,0,0,1,0.33,0.89,0.28,0.59,0.1,0.1,-1,0,-0.03,-0.05,-0.09,-0.01,-0.04,1,226,28.16666667,42.66666667,1,1,1,1,0.086790559,0.114888508,0.14734909,2.6,0.188562135,0.059228626,0.01,0.027806349,0.3662,0.196753,Uncertain
"Niagara County, NY",36063,Large fringe metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,Region 2,209281,0.1855,0.0108,6.00E-04,3180,0.0152,9.00E-04,1436,686,25,11.9,0.06,-0.11,0.000771165,1353,646,28,13.4,11534,233,SustainedHotspot,0.107,9574,4575,0.92,-0.021,0.34,0.04,0.128,7162,3422,2,0.88,0.023,-0.09,0.09,0.105,7840,3746,2,0.79,71,39,8,4,0.78,0.23,0.62,0.21,0.12,0.02,0.34,-0.53,0.04,0.01,-0.2,-0.12,-0.1,-0.08,3,183,20,47,1,1,1,1,0.035850569,0.134582902,0.195239893,2.35,0.070923782,0.033304504,0.01,0.011362713,0.3318,0.362305,Uncertain
"Orleans Parish, LA",22071,Large central metro,"New Orleans-Metairie, LA",Metropolitan,LA,Region 6,390144,0.3071,0.0839,0.0012,28841,0.0739,9.00E-04,1433,367,9,2.3,-0.27,0.12,0.001115425,1957,502,8,2.1,24170,696,SustainedHotspot,0.063,25254,6473,0.99,-0.038,0.29,0,0.101,19580,5019,0,0.99,-0.003,0.27,0,0.104,15364,3938,0,0.99,105,8,7,1,0.66,0.07,0.61,0.14,0.15,0.03,0.07,-0.23,0.02,0,-0.01,-0.02,-0.02,-0.01,9,1321.428571,237,448,1,0.888888889,1,1,0.107012641,0.246225966,0.155586143,2.44,0.590597318,0.055066847,0,0.02926868,0.7449,0.514804,Uncertain
"Sussex County, DE",10005,Medium metro,"Salisbury, MD-DE",Metropolitan,DE,Region 3,234225,0.5634,0.2405,7.00E-04,0,0,9.00E-04,1427,609,7,3,-0.08,-0.42,0.000882879,1549,661,12,5.1,18142,317,SustainedHotspot,0.112,14186,6057,0.91,-0.01,0.07,0.09,0.122,13300,5678,2,0.82,0.018,0.12,-0.02,0.104,11917,5088,3,0.84,122,23,177,33,0.68,0.22,0.87,0.45,0.28,0.15,0.18,0.07,-0.02,0.03,-0.01,-0.05,0.04,-0.02,3,537,39,74,1,1,1,1,0.070654656,0.117096561,0.287424485,2.42,0.116759526,0.092987512,0.01,0.013743196,0.4019,0.341293,Uncertain
"Luzerne County, PA",42079,Medium metro,"Scranton--Wilkes-Barre, PA",Metropolitan,PA,Region 3,317417,0.5731,0.0248,0.001,7378,0.0232,9.00E-04,1394,439,30,9.5,0.07,0.2,0.000743807,1305,411,25,7.9,20297,523,SustainedHotspot,0.136,10607,3342,0.89,-0.017,-0.02,0.08,0.152,10781,3396,2,0.81,-0.001,-0.06,0.08,0.153,11459,3610,2,0.73,198,23,151,18,0.82,0.23,0.87,0.49,0.23,0.12,0.25,-0.41,0.05,-0.02,0.01,-0.02,-0.02,0,5,850.7142857,95.85714286,210.4285714,1,0.8,1,1,0.054973543,0.148748284,0.201555052,2.39,0.042322875,0.137799803,0.01,0.014211589,0.6089,0.276982,Uncertain
"Sebastian County, AR",5131,Medium metro,"Fort Smith, AR-OK",Metropolitan,AR,Region 6,127827,0.5106,0.0424,4.00E-04,4622,0.0362,9.00E-04,1391,1088,17,13.3,0.44,4.67,0.000550018,965,755,3,2.3,12144,178,SustainedHotspot,0.164,2569,2010,0.9,-0.011,0.03,-0.07,0.175,2497,1953,0,0.97,0.005,-0.05,0.05,0.171,2640,2065,2,0.92,121,21,138,24,0.84,0.26,0.93,0.53,0.41,0.19,-0.12,-0.18,0.01,0,0.12,0.07,0.09,0.04,4,580.7142857,76.71428571,159,1,1,1,1,0.107456123,0.202606305,0.164175018,2.48,0.066722993,0.147566633,0.02,0.047400002,0.8328,0.470232,Uncertain
"Adams County, CO",8001,Large fringe metro,"Denver-Aurora-Lakewood, CO",Metropolitan,CO,Region 8,517421,0.1744,0.0898,0.0016,13182,0.0255,9.00E-04,1390,269,15,2.9,-0.26,-0.12,0.001065838,1870,361,17,3.3,43564,553,SustainedHotspot,0.083,17449,3372,0.88,-0.022,-0.04,0.06,0.105,18158,3509,1,0.82,0.002,0.19,-0.07,0.103,15301,2957,1,0.89,152,10,84,6,0.73,0.08,0.7,0.14,0.3,0.06,0.18,0.04,0.01,0,0.02,-0.02,0.01,0,5,1467,243,452,1,1,1,1,0.110501301,0.114999665,0.107316866,3,0.032549897,0.408060361,0.02,0.044909271,0.5892,0.266476,Uncertain
"Yavapai County, AZ",4025,Small metro,"Prescott Valley-Prescott, AZ",Metropolitan,AZ,Region 9,235099,1,0.0323,7.00E-04,3144,0.0134,9.00E-04,1378,586,43,18.3,-0.08,-0.02,0.000849251,1490,634,44,18.7,14398,308,SustainedHotspot,0.209,5927,2521,0.98,-0.038,0.2,0.03,0.247,4951,2106,1,0.95,-0.03,0.28,0.05,0.277,3874,1648,1,0.9,107,36,8,3,0.91,0.4,0.82,0.39,0.3,0.18,-0.16,2.82,-0.03,-0.03,-0.01,0,-0.01,-0.03,3,298.2857143,54.42857143,63,1,0.666666667,1,1,0.103803018,0.140052088,0.325131115,2.29,0.007286292,0.147346437,0.02,0.012526638,0.521,0.421522,Uncertain
"Weber County, UT",49057,Medium metro,"Ogden-Clearfield, UT",Metropolitan,UT,Region 8,260213,0.3805,0.0812,8.00E-04,11774,0.0452,9.00E-04,1359,522,9,3.5,0.56,0,0.000497581,873,335,9,3.5,22915,117,SustainedHotspot,0.212,6728,2586,0.99,-0.022,-0.2,0,0.234,8378,3220,1,0.99,0.027,0.38,0.02,0.207,6057,2328,1,0.97,68,13,40,8,0.61,0.13,0.67,0.59,0.15,0.11,-0.04,0.48,0.02,0,-0.07,-0.02,-0.01,0,2,505,30,130,1,1,1,1,0.093291353,0.113524889,0.118633581,2.97,0.013531222,0.187373421,0.01,0.0162905,0.4271,0.070041,Uncertain
"Caddo Parish, LA",22017,Medium metro,"Shreveport-Bossier City, LA",Metropolitan,LA,Region 6,240204,0.6086,0.0517,7.00E-04,549,0.0023,9.00E-04,1350,562,27,11.2,-0.11,0.59,0.00086407,1516,631,17,7.1,20685,561,SustainedHotspot,0.151,9315,3878,0.98,0.055,-0.48,0,0.096,17952,7474,1,0.98,-0.003,0.27,0.01,0.099,14188,5907,1,0.97,173,11,4,0,0.84,0.16,0.92,0.15,0.21,0.04,-0.04,0.32,0.02,-0.01,0.01,0.01,0.02,0.01,10,1511.714286,249.7142857,511.1428571,1,0.9,1,1,0.102811742,0.233746767,0.177315948,2.53,0.495957603,0.028675626,0,0.012943165,0.8385,0.58389,Uncertain
"Galveston County, TX",48167,Large fringe metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,Region 6,342139,0.0484,0.0118,0.001,2376,0.0069,9.00E-04,1340,392,11,3.2,-0.34,0.1,0.001157033,2030,593,10,2.9,25095,241,SustainedHotspot,0.167,8838,2583,0.97,-0.031,-0.12,0.02,0.198,9997,2922,1,0.95,-0.001,0.13,-0.01,0.2,8845,2585,1,0.96,85,16,7,1,0.86,0.19,0.92,0.15,0.38,0.1,0.98,1.32,-0.04,0.02,-0.04,-0.04,-0.03,-0.01,2,535.8333333,110,158.6666667,1,1,1,1,0.141809959,0.131930514,0.149024227,2.69,0.125542543,0.253850043,0.01,0.034871792,0.585,0.587711,Uncertain
"Mercer County, NJ",34021,Medium metro,"Trenton-Princeton, NJ",Metropolitan,NJ,Region 2,367430,1,0.0414,0.0011,19513,0.0531,8.00E-04,1329,362,17,4.6,0.1,-0.37,0.00068966,1210,329,27,7.3,22432,769,SustainedHotspot,0.097,12248,3333,1,-0.011,0.2,0.01,0.109,10244,2788,0,0.99,0.006,-0.03,0.02,0.103,10585,2881,0,0.97,102,17,3,0,0.77,0.18,0.71,0.21,0.34,0.13,0.07,0.49,-0.01,-0.01,-0.07,0.01,-0.04,-0.03,4,610.1428571,93.14285714,105,1,1,1,1,0.082208785,0.11351287,0.156457012,2.71,0.19500313,0.184590262,0.01,0.11908935,0.558,0.212989,Uncertain
"Hays County, TX",48209,Large fringe metro,"Austin-Round Rock-Georgetown, TX",Metropolitan,TX,Region 6,230191,0.1034,0.0079,7.00E-04,30584,0.1329,8.00E-04,1317,572,10,4.3,0.19,-0.17,0.000629243,1104,480,12,5.2,14295,148,SustainedHotspot,0.175,9119,3961,0.83,-0.011,0.38,-0.13,0.186,6615,2874,2,0.96,0.015,-0.09,0.07,0.171,7284,3164,1,0.89,56,23,6,3,0.81,0.26,0.9,0.49,0.59,0.31,-0.35,4.76,-0.01,-0.02,0.05,0.04,0.07,-0.01,3,238.6428571,42,46.76190476,1,1,1,1,0.140047732,0.150154751,0.11376205,2.78,0.038846002,0.400858418,0.01,0.017337776,0.4924,0.135626,Uncertain
"Jefferson County, CO",8059,Large fringe metro,"Denver-Aurora-Lakewood, CO",Metropolitan,CO,Region 8,582881,0.1964,0.1012,0.0018,8057,0.0138,8.00E-04,1308,224,16,2.7,-0.14,-0.41,0.000871479,1529,262,27,4.6,32613,660,SustainedHotspot,0.056,23938,4107,0.85,-0.006,-0.03,0.03,0.061,24686,4235,1,0.82,0,0.17,-0.05,0.061,21054,3612,2,0.87,52,10,51,9,0.78,0.11,0.77,0.18,0.22,0.07,0,-0.16,0.01,0,-0.05,0.02,-0.02,0.01,4,537,103,138,1,1,1,1,0.057628381,0.073866634,0.169490857,2.44,0.012052203,0.155884306,0.01,0.030984026,0.0627,0.119389,Uncertain
"Durham County, NC",37063,Medium metro,"Durham-Chapel Hill, NC",Metropolitan,NC,Region 4,321488,0.4989,0.0307,0.001,22264,0.0693,8.00E-04,1305,406,5,1.6,0.05,0.25,0.000710179,1246,388,4,1.2,17362,150,SustainedHotspot,0.089,13189,4102,0.99,-0.012,0.17,0.01,0.101,11275,3507,1,0.98,-0.005,0.33,0.01,0.106,8450,2628,1,0.97,115,9,34,3,0.88,0.12,0.94,0.29,0.48,0.16,0.01,-0.11,0.01,0.02,0.01,0.03,0.02,0.02,4,1307.857143,156.5714286,167,1,0.75,1,1,0.122227207,0.159799926,0.136129498,2.37,0.356053725,0.136639626,0.01,0.054698776,0.6197,0.39446,Uncertain
"Madison County, IL",17119,Large fringe metro,"St. Louis, MO-IL",Metropolitan,IL,Region 5,262966,0.0938,0.0208,8.00E-04,10253,0.039,8.00E-04,1292,491,29,11,-0.14,-0.22,0.00085894,1507,573,37,14.1,23853,455,SustainedHotspot,0.116,7568,2878,1,-0.024,0.1,0.02,0.14,6880,2616,0,0.98,0.003,0.27,0.01,0.137,5413,2058,0,0.97,49,12,48,12,0.67,0.19,0.6,0.22,0.19,0.06,-0.09,0.25,0.03,0.03,0.03,0.04,-0.04,-0.01,5,410.1428571,46,76,1,1,1,1,0.051541689,0.137334572,0.176197683,2.42,0.086938996,0.034358054,0,0.010305515,0.2965,0.379497,Uncertain
"Lorain County, OH",39093,Large fringe metro,"Cleveland-Elyria, OH",Metropolitan,OH,Region 5,309833,0.1513,0.0265,9.00E-04,2785,0.009,8.00E-04,1283,414,14,4.5,-0.22,-0.55,0.000934176,1639,529,31,10,17708,207,SustainedHotspot,0.151,2118,684,0.96,-0.057,0.25,0.01,0.208,1694,547,2,0.95,0.023,0.15,0.06,0.185,1474,476,2,0.89,78,13,102,17,0.72,0.18,0.59,0.21,0.18,0.07,-0.14,0.12,0.04,0,0.05,0.02,0.03,-0.01,5,584.8571429,87.71428571,156,1,1,1,1,0.051294517,0.137337077,0.187830218,2.49,0.077996856,0.103878541,0,0.013575055,0.5089,0.37886,Uncertain
"Charleston County, SC",45019,Medium metro,"Charleston-North Charleston, SC",Metropolitan,SC,Region 4,411406,0.5129,0.0799,0.0012,14999,0.0365,8.00E-04,1280,311,11,2.7,-0.43,0,0.001269316,2227,541,11,2.7,28977,352,SustainedHotspot,0.125,8534,2074,0.87,-0.033,0.33,-0.01,0.157,6400,1556,1,0.88,0.009,0.05,0.17,0.148,6118,1487,1,0.71,229,12,78,4,0.85,0.11,0.8,0.23,0.22,0.05,0.1,-0.13,0.01,0,0.05,0.04,0.02,0.01,8,1900.119048,223.3333333,559.1428571,1,0.875,1,1,0.108422014,0.147849999,0.169725284,2.45,0.258746834,0.052918528,0,0.01848782,0.3156,0.095193,Uncertain
"Cabarrus County, NC",37025,Large fringe metro,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,NC,Region 4,216453,0.0821,0.0206,7.00E-04,0,0,8.00E-04,1277,590,6,2.8,-0.13,-0.62,0.000841271,1476,682,16,7.4,13914,168,SustainedHotspot,0.17,7985,3689,0.98,-0.022,0.17,0,0.193,6844,3162,1,0.98,0.019,0.16,0.02,0.174,5878,2716,1,0.96,63,13,78,16,0.81,0.26,0.88,0.41,0.42,0.27,0.19,-0.05,0,0.01,0.06,0.06,0.08,0.05,1,503,64,69.14285714,1,1,1,1,0.078367665,0.109351032,0.134273953,2.76,0.185629213,0.111035652,0.01,0.04741445,0.4175,0.584846,Uncertain
"Warren County, OH",39165,Large fringe metro,"Cincinnati, OH-KY-IN",Metropolitan,OH,Region 5,234602,0.1056,0.0201,7.00E-04,0,0,8.00E-04,1263,538,11,4.7,-0.23,0.83,0.000937026,1644,701,6,2.6,18659,138,SustainedHotspot,0.251,1002,427,1,0,0.27,0,0.251,792,338,2,1,0.001,-0.07,0.02,0.25,855,364,2,0.98,20,5,41,10,0.35,0.08,0.74,0.21,0.21,0.1,-0.05,0.14,0,-0.02,0.09,-0.05,-0.01,-0.02,1,406,28,78,1,1,1,1,0.041952332,0.046200575,0.148954399,2.68,0.035950248,0.029134449,0,0.062795714,0.0478,0.036931,Uncertain
"Anderson County, SC",45007,Medium metro,"Greenville-Anderson, SC",Metropolitan,SC,Region 4,202558,0.2201,0.0393,6.00E-04,2775,0.0137,8.00E-04,1259,622,21,10.4,-0.01,0.91,0.000722148,1267,625,11,5.4,15279,327,SustainedHotspot,0.248,3805,1878,0.62,-0.019,0,-0.2,0.266,3789,1871,2,0.82,-0.04,0.34,0.09,0.306,2820,1392,2,0.73,60,18,95,29,0.88,0.35,0.83,0.42,0.3,0.18,0.09,0.1,0,0.03,-0.02,0.04,0.05,0.03,1,325,61,77,1,1,1,1,0.105572887,0.152443294,0.183285775,2.52,0.159598732,0.039889809,0,0.010421706,0.701,0.600764,Uncertain
"Coconino County, AZ",4005,Small metro,"Flagstaff, AZ",Metropolitan,AZ,Region 9,143476,1,0.0197,4.00E-04,23853,0.1663,8.00E-04,1248,870,13,9.1,0.22,-0.24,0.000583646,1024,714,17,11.8,13616,244,SustainedHotspot,0.147,7466,5204,0.99,-0.021,0.24,0.03,0.168,6009,4188,1,0.96,0.003,0.37,0,0.165,4380,3053,1,0.96,67,23,39,14,0.9,0.35,0.95,0.5,0.14,0.07,-0.11,0.64,0.06,0.03,-0.03,-0.06,-0.07,-0.04,3,285.8571429,49.57142857,69.85714286,1,1,1,1,0.123400103,0.189500921,0.130070534,2.68,0.012928992,0.143173771,0.27,0.020533051,0.7131,0.22063,Uncertain
"Henrico County, VA",51087,Large fringe metro,"Richmond, VA",Metropolitan,VA,Region 3,330818,0.2561,0.0388,0.001,38,1.00E-04,8.00E-04,1248,377,14,4.2,-0.11,1.8,0.000803653,1410,426,5,1.5,15231,313,SustainedHotspot,0.126,10840,3277,0.95,-0.095,0.1,0.01,0.222,9892,2990,2,0.94,0.062,0.31,0,0.159,7568,2288,2,0.94,110,11,76,7,0.78,0.13,0.74,0.19,0.24,0.05,-0.16,-0.28,0.01,0,0.02,-0.03,-0.01,-0.01,3,1046.142857,96.14285714,278,1,1,1,1,0.082741468,0.099712139,0.15936255,2.54,0.301999891,0.059652135,0,0.091143771,0.2573,0.233684,Uncertain
"Johnson County, TX",48251,Large fringe metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,Region 6,175817,0.0232,0.0061,5.00E-04,725,0.0041,8.00E-04,1231,700,13,7.4,-0.29,-0.38,0.000993452,1743,991,21,11.9,14109,196,SustainedHotspot,0.268,3832,2180,0.9,-0.049,-0.1,-0.05,0.317,4273,2430,1,0.95,-0.003,0.18,0.03,0.32,3620,2059,1,0.92,498,138,36,10,0.67,0.34,0.99,0.65,0.47,0.2,-0.08,0.07,-0.01,-0.01,0.07,0.09,0.06,0.02,3,361.3333333,32.16666667,82.33333333,1,1,1,1,0.161480653,0.106094287,0.143052151,2.85,0.037738103,0.226161293,0.01,0.009942156,0.5073,0.744031,Uncertain
"Dane County, WI",55025,Medium metro,"Madison, WI",Metropolitan,WI,Region 5,546695,0.8223,0.0939,0.0016,40462,0.074,8.00E-04,1231,225,15,2.7,-0.23,-0.32,0.000907957,1593,291,22,4,37556,237,SustainedHotspot,0.057,27209,4977,0.99,-0.017,0.14,0,0.074,23869,4366,1,0.99,0.012,0.09,0,0.062,21906,4007,1,0.99,83,5,114,7,0.73,0.07,0.8,0.2,0.37,0.07,-0.07,-0.01,0.01,-0.01,-0.02,-0.07,0.03,-0.02,6,1605.428571,148.1428571,251.4285714,1,0.833333333,1,1,0.042649585,0.119168803,0.142256651,2.35,0.052564959,0.065416731,0,0.062983931,0.1688,0.020694,Uncertain
"Washington County, OR",41067,Large fringe metro,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,OR,Region 10,601592,0.2414,0.1426,0.0018,3854,0.0064,8.00E-04,1230,204,15,2.5,0.42,0.67,0.000493591,866,144,9,1.5,18386,166,SustainedHotspot,0.087,16510,2744,0.97,-0.009,0.05,0,0.096,15702,2610,1,0.97,0.008,-0.01,0.01,0.088,15864,2637,1,0.96,37,5,57,7,0.79,0.1,0.86,0.2,0.22,0.08,-0.41,0.56,-0.03,-0.03,0.06,0.02,0.04,0.03,4,780.1666667,93.11904762,141,1,1,1,1,0.068299161,0.096151576,0.138567335,2.66,0.021970039,0.1709298,0.01,0.117051091,0.3194,0.46482,Uncertain
"Rockingham County, NH",33015,Large fringe metro,"Boston-Cambridge-Newton, MA-NH",Metropolitan,NH,Region 1,309769,0.0636,0.2278,9.00E-04,0,0,8.00E-04,1227,396,8,2.6,-0.07,-0.43,0.000755206,1325,428,14,4.5,13470,163,SustainedHotspot,0.137,4776,1542,0.92,-0.037,0.37,-0.02,0.174,3492,1127,1,0.94,0.007,-0.11,0.06,0.167,3907,1261,1,0.88,31,8,13,3,0.77,0.16,0.81,0.26,0.09,0.04,-0.33,-0.32,-0.08,-0.02,-0.04,-0.03,-0.04,0,3,378,36.14285714,97,1,1,1,1,0.048217884,0.046951324,0.18572872,2.52,0.008122181,0.032659821,0,0.022323086,0.0111,0.026425,Uncertain
"Yakima County, WA",53077,Small metro,"Yakima, WA",Metropolitan,WA,Region 10,250873,1,0.0329,8.00E-04,3041,0.0121,8.00E-04,1223,487,11,4.4,-0.25,-0.35,0.000925056,1623,647,17,6.8,22690,345,SustainedHotspot,0.156,1798,717,0.96,-0.059,0.25,-0.02,0.215,1443,575,2,0.98,0.027,0.08,0.03,0.188,1341,535,2,0.95,28,10,2,1,0.74,0.17,0.99,0.44,0.14,0.06,-0.47,-0.61,-0.05,-0.07,0.03,-0.03,0.05,0,3,284,32.28571429,60,1,1,1,1,0.135390334,0.181638387,0.140361856,2.98,0.008374755,0.501512718,0.07,0.015952295,0.9277,0.686087,Uncertain
"St. Clair County, IL",17163,Large fringe metro,"St. Louis, MO-IL",Metropolitan,IL,Region 5,259686,0.0926,0.0205,8.00E-04,1791,0.0069,8.00E-04,1218,469,29,11.2,-0.22,-0.12,0.000893708,1568,604,33,12.7,21836,415,SustainedHotspot,0.113,8466,3260,1,-0.029,0.12,0.01,0.141,7558,2910,1,0.99,-0.003,0.18,0.01,0.145,6393,2462,1,0.98,57,12,10,2,0.73,0.21,0.75,0.38,0.21,0.14,-0.05,0.25,-0.03,-0.04,-0.02,-0.04,-0.02,-0.02,4,463,49,80.71428571,0.75,0.75,1,0.75,0.065959619,0.165298438,0.164032716,2.52,0.302588511,0.043186772,0,0.015618863,0.5229,0.661891,Uncertain
"Cameron County, TX",48061,Medium metro,"Brownsville-Harlingen, TX",Metropolitan,TX,Region 6,423163,1,0.0146,0.0013,0,0,8.00E-04,1207,285,21,5,-0.16,0.4,0.000823032,1444,341,15,3.5,32176,1219,SustainedHotspot,0.213,6030,1425,0.96,-0.004,0.06,0.01,0.217,5712,1350,1,0.95,0.013,0.07,0.02,0.204,5343,1263,1,0.93,152,15,173,17,0.79,0.27,0.86,0.45,0.43,0.14,0.06,-0.1,0.06,0.05,-0.05,0.03,-0.03,0.01,5,1005.595238,149.8571429,359.047619,1,1,1,1,0.285747992,0.305936926,0.138497458,3.39,0.00376687,0.900033793,0.01,0.007881124,0.9758,0.947151,Uncertain
"Vanderburgh County, IN",18163,Medium metro,"Evansville, IN-KY",Metropolitan,IN,Region 5,181451,0.5759,0.027,5.00E-04,8910,0.0491,8.00E-04,1204,664,5,2.8,-0.12,-0.17,0.000784274,1376,758,6,3.3,18366,212,SustainedHotspot,0.174,5646,3112,0.92,-0.064,-0.08,-0.02,0.239,6168,3399,1,0.94,0.011,0.01,-0.02,0.227,6110,3367,1,0.96,181,17,136,13,0.65,0.17,0.88,0.33,0.28,0.12,-0.36,0.1,-0.01,0,-0.06,-0.01,0.02,0.02,3,1063,144.7142857,288,1,1,1,1,0.082090678,0.173153978,0.173545475,2.32,0.096841572,0.028409874,0,0.014395071,0.5242,0.257561,Uncertain
"Catawba County, NC",37035,Medium metro,"Hickory-Lenoir-Morganton, NC",Metropolitan,NC,Region 4,159551,0.4316,0.0152,5.00E-04,2077,0.013,8.00E-04,1194,748,28,17.5,0.01,0.65,0.000671421,1178,738,17,10.7,13473,203,SustainedHotspot,0.168,5043,3161,0.97,-0.023,0.07,0,0.191,4721,2959,2,0.97,-0.007,0.11,0.01,0.198,4268,2675,1,0.96,89,22,11,3,0.75,0.31,0.8,0.64,0.57,0.46,-0.17,0.57,-0.02,-0.01,0.05,0.06,0.06,0.11,2,404,40,53,1,1,1,1,0.108362863,0.132405019,0.182737808,2.52,0.08467512,0.101378243,0.01,0.045095299,0.6481,0.714422,Uncertain
